stamp_sec,stamp_nanosec,x,y,yaw
31,210000000,-0.4384601838863796,-1.499967233496886,3.946533148840434e-05
31,244000000,-0.43302024003109,-1.4999669623613672,3.946296131167075e-05
31,278000000,-0.4275802793354476,-1.4999667680183861,3.949875602745415e-05
31,312000000,-0.4221403024585314,-1.4999666771978322,3.9611126610343585e-05
31,346000000,-0.41670031679397046,-1.4999665840693683,3.9712658889359504e-05
31,380000000,-0.4112603320644232,-1.499966479701014,3.980500052753825e-05
31,414000000,-0.40582030924422474,-1.499966284186868,3.983828964534701e-05
31,448000000,-0.40038019846998985,-1.4999660679335225,3.9851300510644365e-05
31,482000000,-0.39494018944538345,-1.4999658558809168,3.988268327261115e-05
31,516000000,-0.3895002166489842,-1.4999656509212642,3.991217996708779e-05
31,550000000,-0.38406010497938686,-1.4999654562756417,3.9946949958894554e-05
31,584000000,-0.37862012574036813,-1.4999652241869565,3.9966097387384876e-05
31,618000000,-0.3731801949026695,-1.4999649904285937,3.9980065435702484e-05
31,652000000,-0.3677403087574178,-1.4999647680221246,4.0005783887809705e-05
31,686000000,-0.3623003566539601,-1.4999646173294896,4.007184751851671e-05
31,720000000,-0.3568603938912338,-1.4999645433919815,4.0193820647686145e-05
31,754000000,-0.35142038548756277,-1.499964417278188,4.028566191068439e-05
31,788000000,-0.3459803538229334,-1.4999641940188946,4.031312361039984e-05
31,822000000,-0.34054031565715276,-1.499963928544442,4.031513572354975e-05
31,856000000,-0.33510029957804793,-1.499963655003858,4.031101245516e-05
31,890000000,-0.3296603302670303,-1.4999633988359058,4.03189814890737e-05
31,924000000,-0.3242203587232644,-1.499963245413299,4.038502964084137e-05
31,958000000,-0.31878025225518425,-1.499963112776644,4.0468286215231304e-05
31,992000000,-0.31334021642294957,-1.4999629515472281,4.053184620269157e-05
32,26000000,-0.3079002231146413,-1.4999627170826695,4.054561376430098e-05
32,60000000,-0.30246026232451806,-1.4999624770477136,4.055263100023989e-05
32,94000000,-0.2970203348720511,-1.4999622560057084,4.0572883526517475e-05
32,128000000,-0.29158039025954596,-1.4999620907371325,4.062948689637025e-05
32,162000000,-0.2861404030652012,-1.4999619250363885,4.0686731158128864e-05
32,196000000,-0.2807003333652934,-1.4999617596517436,4.074257209726881e-05
32,230000000,-0.2752602089515469,-1.4999615946804108,4.080353645823953e-05
32,264000000,-0.2698201867635596,-1.4999614229501423,4.0864278991248215e-05
32,298000000,-0.26438020142069096,-1.4999612205305402,4.0907605756449585e-05
32,332000000,-0.25894022793342797,-1.4999609449561462,4.089982854272433e-05
32,366000000,-0.25350032727198835,-1.4999606866601802,4.0907258521507404e-05
32,400000000,-0.24806043791687377,-1.499960503392765,4.0955998154731134e-05
32,434000000,-0.24262042666995284,-1.4999604297751261,4.108112818387141e-05
32,468000000,-0.2371804166556811,-1.4999603083118984,4.1177383163022634e-05
32,502000000,-0.23174032662795613,-1.4999601247094045,4.1231454540950816e-05
32,536000000,-0.22630026483089333,-1.49995985322039,4.1235226409856386e-05
32,570000000,-0.22086026856606095,-1.499959588292676,4.123697226039212e-05
32,604000000,-0.21542031803421088,-1.499959338173265,4.125086609963677e-05
32,638000000,-0.2099803667748331,-1.4999591340796545,4.128460755465297e-05
32,672000000,-0.20454040726833564,-1.4999589852442181,4.1356494324325385e-05
32,706000000,-0.19910044861930218,-1.49995885114401,4.143483698436471e-05
32,740000000,-0.19366040661824088,-1.499958712677063,4.150998757064512e-05
32,774000000,-0.1882203326916322,-1.499958488590163,4.1532190004407595e-05
32,808000000,-0.18278029875529905,-1.4999581995829419,4.151326285388955e-05
32,842000000,-0.17734032901505078,-1.4999579211804495,4.150577103452085e-05
32,876000000,-0.17190031571316092,-1.4999577291551978,4.1546585687176185e-05
32,910000000,-0.16646030704645642,-1.4999575808182366,4.16272342694743e-05
32,944000000,-0.16102033714342354,-1.4999574671646805,4.1724151597806474e-05
32,978000000,-0.15558026329750058,-1.4999573603442804,4.182597285843604e-05
33,12000000,-0.1501401966236964,-1.4999572267787276,4.1915149330917384e-05
33,46000000,-0.14470021679482423,-1.4999569844894611,4.193798747435797e-05
33,80000000,-0.1392602783214091,-1.499956649552107,4.190337071013364e-05
33,114000000,-0.13382034111035943,-1.4999562805695081,4.1844382182695275e-05
33,148000000,-0.12838039454578623,-1.4999560305518274,4.1852093206599216e-05
33,182000000,-0.12294045772330428,-1.4999559001202394,4.1952003059141354e-05
33,216000000,-0.11750047406852043,-1.499955836209027,4.2082955086959974e-05
33,250000000,-0.11206035124932295,-1.4999557551327447,4.219874919078983e-05
33,284000000,-0.10662030105007739,-1.4999555581083999,4.225194541271164e-05
33,318000000,-0.10118026433667691,-1.4999552372608307,4.220980236692979e-05
33,352000000,-0.09574030536603076,-1.4999549364170428,4.218822272565494e-05
33,386000000,-0.09030036149259052,-1.4999546702184314,4.2183059676648625e-05
33,420000000,-0.08486040987630485,-1.4999544924827235,4.22361772958247e-05
33,454000000,-0.07942043734504524,-1.499954391658784,4.2342392328330626e-05
33,488000000,-0.07398037757208635,-1.4999542275090998,4.240556750279704e-05
33,522000000,-0.06854035697924901,-1.4999540376878253,4.246120857140331e-05
33,556000000,-0.0631003232904563,-1.499953777992436,4.246979062879955e-05
33,590000000,-0.05766031429866624,-1.4999535055151565,4.247046767979178e-05
33,624000000,-0.052220351714791176,-1.4999532490876533,4.248423113853904e-05
33,658000000,-0.046780416606405154,-1.499953014686419,4.2510141713158635e-05
33,692000000,-0.0413404710885363,-1.4999529262516058,4.262524817836523e-05
33,726000000,-0.03590038401586854,-1.4999528461191676,4.275169225537894e-05
33,760000000,-0.030460381482762748,-1.4999527005157043,4.283985424625532e-05
33,794000000,-0.025020318501075035,-1.4999524136467268,4.283224976499116e-05
33,828000000,-0.019580313807282614,-1.4999520994742865,4.281253261206752e-05
33,862000000,-0.014140355819991008,-1.4999518073896754,4.280596294424818e-05
33,896000000,-0.00870038413877804,-1.4999515717977199,4.282952295592616e-05
33,930000000,-0.0032604046175865875,-1.4999513957624764,4.2892754381320034e-05
33,964000000,0.002179582414444146,-1.499951269445224,4.298110730966157e-05
33,998000000,0.007619580595295974,-1.499951149589419,4.307600331014381e-05
34,32000000,0.013059610526154345,-1.4999509829111497,4.3141060665034864e-05
34,66000000,0.01849964794386691,-1.4999507466841748,4.315744992222602e-05
34,100000000,0.023939623693855078,-1.4999505136591367,4.318211545494414e-05
