stamp_sec,stamp_nanosec,x,y,yaw
24,883000000,-1.4999388149909265,-1.4999996319652424,3.123639540883514e-05
24,917000000,-1.4999386905511152,-1.4999996628999854,3.130165984175872e-05
24,951000000,-1.4999386954206986,-1.4999996508430322,3.1337145291256336e-05
24,985000000,-1.4999387794704282,-1.4999996460897893,3.13776492849914e-05
25,19000000,-1.499938906629877,-1.4999996452232096,3.1419473113034743e-05
25,53000000,-1.4987841365740988,-1.499999620609754,3.139902882530958e-05
25,87000000,-1.4964734785842329,-1.4999995252394278,3.147495263398231e-05
25,121000000,-1.4930066583448731,-1.4999994240746182,3.1646125398923384e-05
25,155000000,-1.488383405921629,-1.4999993723170852,3.1494060757384326e-05
25,189000000,-1.4829433812183495,-1.4999992850055435,3.1760981912770305e-05
25,223000000,-1.4775021306176233,-1.4999991321999768,3.177953919181243e-05
25,257000000,-1.4720604806583597,-1.499998946752494,3.1813200421279496e-05
25,291000000,-1.4666189901714901,-1.4999987440984617,3.183534627694729e-05
25,325000000,-1.4611782451509256,-1.4999985500292672,3.185795739438949e-05
25,359000000,-1.4557380777783422,-1.4999983775997083,3.1880935311223856e-05
25,393000000,-1.450298660402253,-1.4999982648970873,3.193872537977588e-05
25,427000000,-1.4448595938161168,-1.499998158923616,3.200100845625627e-05
25,461000000,-1.439420463412932,-1.4999980092063079,3.202921343373725e-05
25,495000000,-1.4339810293989506,-1.4999978468943664,3.20553989880647e-05
25,529000000,-1.4285411580921723,-1.4999976915087838,3.208920263529577e-05
25,563000000,-1.4231008777281087,-1.4999975420184508,3.2129068701087195e-05
25,597000000,-1.4176604322292599,-1.4999973946398983,3.21724982890081e-05
25,631000000,-1.4122200073889524,-1.4999972494606577,3.2219841529089954e-05
25,665000000,-1.4067796839654059,-1.4999971069446985,3.226886232316025e-05
25,699000000,-1.401339589814118,-1.499996966307374,3.232149951361228e-05
25,733000000,-1.3958997036636718,-1.4999968282931273,3.237404535912777e-05
25,767000000,-1.3904599239736108,-1.4999966877204347,3.242480440170666e-05
25,801000000,-1.3850201565070404,-1.4999964952580032,3.244351495465145e-05
25,835000000,-1.379580341836768,-1.4999963358356934,3.247823538564805e-05
25,869000000,-1.3741403058101864,-1.499996210521927,3.2540305428567864e-05
25,903000000,-1.3687002997655757,-1.4999960802512105,3.260186688439469e-05
25,937000000,-1.363260147160405,-1.499995927773692,3.26493082301457e-05
25,971000000,-1.3578200341612552,-1.4999956913929056,3.264261565087699e-05
26,5000000,-1.3523799921341146,-1.4999954673836366,3.2638348309525755e-05
26,39000000,-1.3469399966558686,-1.499995261754846,3.264564258736926e-05
26,73000000,-1.3415000263866044,-1.4999950813105554,3.266244021601567e-05
26,107000000,-1.336060077538519,-1.4999950021605626,3.274603261416002e-05
26,141000000,-1.3306201311097332,-1.4999949786904945,3.286604564510808e-05
26,175000000,-1.3251801988766219,-1.499994937140014,3.2970571951796875e-05
26,209000000,-1.3197401491218848,-1.4999948493033828,3.30535151210876e-05
26,243000000,-1.3143000854892914,-1.4999946521642329,3.306301725846876e-05
26,277000000,-1.3088600969864623,-1.4999944278999462,3.306295229503333e-05
26,311000000,-1.3034200785636332,-1.4999942212892983,3.306901747690646e-05
26,345000000,-1.2979800582970296,-1.4999940401289924,3.3099708740810956e-05
26,379000000,-1.2925400726552296,-1.499993907367675,3.316186100300626e-05
26,413000000,-1.2870999606360716,-1.4999937788752051,3.3220563795920584e-05
